S.No,Headline,Source,Link,Category,Cleaned_Text,Sentiment
388,"1,000 kidney transplants and counting at Chennai’s Stanley Hospital",Hindu,https://www.thehindu.com/news/cities/chennai/1000-kidney-transplants-and-counting-at-chennais-stanley-hospital/article70074612.ece,SciTech,kidney transplants counting chennais stanley hospital,Neutral
389,Halal concerns drive vaccine hesitancy as Indonesia fights measles outbreak,Hindu,https://www.thehindu.com/news/international/halal-concerns-drive-vaccine-hesitancy-as-indonesia-fights-measles-outbreak/article70096789.ece,SciTech,halal concerns drive vaccine hesitancy indonesia fights measles outbreak,Neutral
390,U.S. plans 1:1 chip production rule to curb overseas reliance: Report,Hindu,https://www.thehindu.com/sci-tech/technology/us-plans-11-chip-production-rule-to-curb-overseas-reliance-report/article70096705.ece,SciTech,plans chip production rule curb overseas reliance report,Neutral
391,"CoreWeave expands OpenAI pact with new $6.5 billion contract, sees ""the quarter of diversification""",Hindu,https://www.thehindu.com/sci-tech/technology/coreweave-expands-openai-pact-with-new-65-billion-contract-sees-the-quarter-of-diversification/article70096276.ece,SciTech,coreweave expands openai pact new billion contract sees quarter diversification,Positive
392,Cisco rolls out software aimed at connecting a quantum computing cloud,Hindu,https://www.thehindu.com/sci-tech/technology/cisco-rolls-out-software-aimed-at-connecting-a-quantum-computing-cloud/article70096263.ece,SciTech,cisco rolls software aimed connecting quantum computing cloud,Neutral
393,Google likely to be hit with first EU antitrust fine under new EU law,Hindu,https://www.thehindu.com/sci-tech/technology/google-likely-to-be-hit-with-first-eu-antitrust-fine-under-new-eu-law/article70096365.ece,SciTech,google likely hit first antitrust fine new law,Positive
394,"Instagram’s teen safety features are flawed, researchers say",Hindu,https://www.thehindu.com/sci-tech/technology/instagrams-teen-safety-features-are-flawed-researchers-say/article70096274.ece,SciTech,instagrams teen safety features flawed researchers say,Negative
395,Musk's xAI accuses rival OpenAI of stealing trade secrets,Hindu,https://www.thehindu.com/sci-tech/technology/musks-xai-accuses-rival-openai-of-stealing-trade-secrets/article70096459.ece,SciTech,musks xai accuses rival openai stealing trade secrets,Neutral
396,Elon Musk's xAI to provide Grok chatbot to U.S. federal agencies,Hindu,https://www.thehindu.com/sci-tech/technology/elon-musks-xai-to-provide-grok-chatbot-to-us-federal-agencies/article70096281.ece,SciTech,elon musks xai provide grok chatbot federal agencies,Neutral
397,Meta unveils new AI video feed Vibes,Hindu,https://www.thehindu.com/sci-tech/technology/meta-unveils-new-ai-video-feed-vibes/article70096362.ece,SciTech,meta unveils new video feed vibes,Positive
398,Intel approaches TSMC for investments or partnership: Report,Hindu,https://www.thehindu.com/sci-tech/technology/intel-approaches-tsmc-for-investments-or-partnership-report/article70096363.ece,SciTech,intel approaches tsmc investments partnership report,Neutral
399,Amazon's AWS CEO chides staff for slow product rollouts,Hindu,https://www.thehindu.com/sci-tech/technology/amazons-aws-ceo-chides-staff-for-slow-product-rollouts/article70096364.ece,SciTech,amazons aws ceo chides staff slow product rollouts,Negative
400,"Databricks, OpenAI team up to deliver AI models for enterprise clients",Hindu,https://www.thehindu.com/sci-tech/technology/databricks-openai-team-up-to-deliver-ai-models-for-enterprise-clients/article70096368.ece,SciTech,databricks openai team deliver models enterprise clients,Neutral
401,Meta in talks to use Google's Gemini to improve ad business: Report,Hindu,https://www.thehindu.com/sci-tech/technology/meta-in-talks-to-use-googles-gemini-to-improve-ad-business-report/article70096284.ece,SciTech,meta talks use googles gemini improve business report,Neutral
402,U.S. judge preliminarily approves $1.5 billion Anthropic copyright settlement,Hindu,https://www.thehindu.com/sci-tech/technology/us-judge-preliminarily-approves-15-billion-anthropic-copyright-settlement/article70096260.ece,SciTech,judge preliminarily approves billion anthropic copyright settlement,Neutral
403,U.S. sounds alarm over hackers targeting Cisco security devices,Hindu,https://www.thehindu.com/sci-tech/technology/us-sounds-alarm-over-hackers-targeting-cisco-security-devices/article70096283.ece,SciTech,sounds alarm hackers targeting cisco security devices,Neutral
404,Amazon to pay $2.5 billion to settle Prime deception allegations,Hindu,https://www.thehindu.com/sci-tech/technology/amazon-to-pay-25-billion-to-settle-prime-deception-allegations/article70096270.ece,SciTech,amazon pay billion settle prime deception allegations,Neutral
405,The right to be cool in a sweltering Global South,Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/the-right-to-be-cool-in-a-sweltering-south/article70093081.ece,SciTech,right cool sweltering global south,Positive
406,Not ‘only’ a nail infection,Hindu,https://www.thehindu.com/sci-tech/health/not-only-a-nail-infection/article70065100.ece,SciTech,nail infection,Neutral
407,Why does sadness cause us to shed tears?,Hindu,https://www.thehindu.com/sci-tech/science/why-does-sadness-cause-us-to-shed-tears/article70084015.ece,SciTech,sadness cause shed tears,Neutral
408,Muscle matters: rethinking obesity with resistance training,Hindu,https://www.thehindu.com/sci-tech/health/muscle-matters-rethinking-obesity-with-resistance-training/article70051463.ece,SciTech,muscle matters rethinking obesity resistance training,Neutral
409,Trump signs order declaring TikTok sale plan meets U.S. requirements,Hindu,https://www.thehindu.com/news/international/trump-signs-order-declaring-tiktok-sale-plan-meets-us-requirements/article70095159.ece,SciTech,trump signs order declaring tiktok sale plan meets requirements,Neutral
410,HPV vaccine to be available on Vidal Health’s digital platform,Hindu,https://www.thehindu.com/sci-tech/health/hpv-vaccine-to-be-available-on-vidal-healths-digital-platform/article70094387.ece,SciTech,hpv vaccine available vidal healths digital platform,Positive
411,Microsoft disables services to Israel defence unit after review,Hindu,https://www.thehindu.com/sci-tech/technology/microsoft-disables-services-to-israel-defence-unit-after-review/article70094906.ece,SciTech,microsoft disables services israel defence unit review,Neutral
412,Study projects cancer deaths to rise by 75% in next 25 years; ageing among driving factors,Hindu,https://www.thehindu.com/sci-tech/health/study-projects-cancer-deaths-to-rise-by-75-in-next-25-years-ageing-among-driving-factors/article70093440.ece,SciTech,study projects cancer deaths rise next years ageing among driving factors,Neutral
413,World lung day : understanding common respiratory diseases and their effective management,Hindu,https://www.thehindu.com/sci-tech/health/world-lung-day-understanding-common-respiratory-diseases-and-their-effective-management/article70092903.ece,SciTech,world lung day understanding common respiratory diseases effective management,Positive
414,"Amazon receives 38 crore customer visits in 2 days, smartphones register double digit growth",Hindu,https://www.thehindu.com/sci-tech/technology/amazon-receives-38-crore-customer-visits-in-2-days-smartphones-register-double-digit-growth/article70093476.ece,SciTech,amazon receives crore customer visits days smartphones register double digit growth,Neutral
415,"Salt, Gandhi, and the physiology of sodium hunger",Hindu,https://www.thehindu.com/sci-tech/health/salt-gandhi-and-the-physiology-of-sodium-hunger/article70069082.ece,SciTech,salt gandhi physiology sodium hunger,Neutral
416,Telangana’s T-Works spearheads flight simulator development,Hindu,https://www.thehindu.com/news/national/telangana/telanganas-t-works-spearheads-flight-simulator-development/article70093053.ece,SciTech,telanganas tworks spearheads flight simulator development,Neutral
417,Western Ghats and wildlife roadkill | Green Humour by Rohan Chakravarty,Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/western-ghats-and-wildlife-roadkill-green-humour-by-rohan-chakravarty/article70079782.ece,SciTech,western ghats wildlife roadkill green humour rohan chakravarty,Negative
418,All you need to know about: otroverts,Hindu,https://www.thehindu.com/sci-tech/health/all-you-need-to-know-about-otroverts/article70083490.ece,SciTech,need know otroverts,Neutral
419,India’s first dugong reserve in Palk Bay gains global recognition at IUCN Congress,Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/indias-first-dugong-reserve-in-palk-bay-gains-global-recognition-at-iucn-congress/article70092524.ece,SciTech,indias first dugong reserve palk bay gains global recognition iucn congress,Positive
420,AI “companions” use emotional manipulation to keep you chatting longer: Study,Hindu,https://www.thehindu.com/sci-tech/technology/ai-companions-use-emotional-manipulation-to-keep-you-chatting-longer-study/article70092622.ece,SciTech,companions use emotional manipulation keep chatting longer study,Neutral
421,Singapore threatens fines for Meta over Facebook impersonation scams,Hindu,https://www.thehindu.com/sci-tech/technology/singapore-threatens-fines-for-meta-over-facebook-impersonation-scams/article70092549.ece,SciTech,singapore threatens fines meta facebook impersonation scams,Neutral
422,"Apple blames EU tech law for postponed features, app marketplace risks",Hindu,https://www.thehindu.com/sci-tech/technology/apple-blames-eu-tech-law-for-postponed-features-app-marketplace-risks/article70092491.ece,SciTech,apple blames tech law postponed features app marketplace risks,Neutral
423,Qualcomm launches Snapdragon 8 Elite Gen 5 along with Snapdragon X2 Elite processors,Hindu,https://www.thehindu.com/sci-tech/technology/gadgets/qualcomm-launches-snapdragon-8-elite-gen-5-along-with-snapdragon-x2-elite-processors/article70092498.ece,SciTech,qualcomm launches snapdragon elite gen along snapdragon elite processors,Neutral
424,Google unveils AI mood board tool Mixboard,Hindu,https://www.thehindu.com/sci-tech/technology/google-unveils-ai-mood-board-tool-mixboard/article70092436.ece,SciTech,google unveils mood board tool mixboard,Neutral
425,"Nothing’s CMF to operate as independent subsidiary in India, announces JV with Optiemus",Hindu,https://www.thehindu.com/sci-tech/technology/nothings-cmf-to-operate-as-independent-subsidiary-in-india-announces-jv-with-optiemus/article70092182.ece,SciTech,nothings cmf operate independent subsidiary india announces optiemus,Neutral
426,OpenAI is building ads team internally: Report,Hindu,https://www.thehindu.com/sci-tech/technology/openai-is-building-ads-team-internally-report/article70092192.ece,SciTech,openai building ads team internally report,Neutral
427,"China, world's largest carbon polluting nation, announces new climate goal to cut emissions",Hindu,https://www.thehindu.com/news/international/china-worlds-largest-carbon-polluting-nation-announces-new-climate-goal-to-cut-emissions/article70092039.ece,SciTech,china worlds largest carbon polluting nation announces new climate goal cut emissions,Positive
428,"Trump will sign TikTok executive order on Thursday, source says",Hindu,https://www.thehindu.com/sci-tech/technology/trump-will-sign-tiktok-executive-order-on-thursday-source-says/article70091771.ece,SciTech,trump sign tiktok executive order thursday source says,Neutral
429,"OpenAI, under pressure to meet demand, widens scope of Stargate and eyes debt to finance chips",Hindu,https://www.thehindu.com/sci-tech/technology/openai-under-pressure-to-meet-demand-widens-scope-of-stargate-and-eyes-debt-to-finance-chips/article70091869.ece,SciTech,openai pressure meet demand widens scope stargate eyes debt finance chips,Neutral
430,"TSMC, chip design software firms tap AI to help chips use less energy",Hindu,https://www.thehindu.com/sci-tech/technology/tsmc-chip-design-software-firms-tap-ai-to-help-chips-use-less-energy/article70091783.ece,SciTech,tsmc chip design software firms tap help chips use less energy,Negative
431,Collins Aerospace working on restoring software for airlines hit by cyberattack,Hindu,https://www.thehindu.com/sci-tech/technology/collins-aerospace-working-on-restoring-software-for-airlines-hit-by-cyberattack/article70091773.ece,SciTech,collins aerospace working restoring software airlines hit cyberattack,Neutral
432,Oracle looks to raise $18 billion in debt,Hindu,https://www.thehindu.com/sci-tech/technology/oracle-looks-to-raise-18-billion-in-debt/article70091866.ece,SciTech,oracle looks raise billion debt,Neutral
